,Quizzes
2485,830000706009036000501700402000071804040029000056080010300000900000003028490805007
2486,000034800086010350000070001400908760073000005000023019090002000030645008801000642
2487,007001900034008000600094053103029004000030702500400060400570800082006170060800029
2488,706030901002781600030002040000560008057200030043008090900007014100050080000900205
2489,300400961006008700024017050090062018708050309040030000610040007005001030800500000
2490,203800905000050602004036100870600000500002470300700026019000058008014309000000010
2491,000004091581600700070250300608090400020100600014700002007410280100083906060000003
2492,300745002009001000467002008070090501640008000901000020084070063000300705050200014
2493,350000891600000405020084007002009030080605700000130056700913000000007014209800000
2494,061020570007530001020040308000004692600008400500000017403001000089073006070000200
2495,020810050007400200060070000005706109010200073083000620408005960100004002000300801
2496,080410006709006100003020504304100005820000700100803209001090002000057060400300050
2497,080400300029050070403070005752600010908510603060089000000060908000002004106300700
2498,900050000823000610007030204061409030000070420070680001045900700030002080108000500
2499,004000070080076030907210005060083100002600748009007600406001090520300000100040080
2500,160000049000100700957068200010074050280009000705800003002001095004300062600000800
2501,209100500035047200070060009001500030000814650000306074052000000907403000080020410
2502,072500903605207000030160000503000007860410502000000080006020400040085730009670108
2503,004810003896020000370600002200080934000075060030000051040260170105004000000030809
2504,040060705085001320003000010908003002030000470200856001050140006001000800802900007
2505,700620900451080060900005031000702008103000009020063005506000203019050007080104000
2506,035006004280703050000000900790004003000010207300805010050940600472080000100002708
2507,080400060030027900140300708672003090000008040000970602000701050805600301090002000
2508,400001037080000902010603500200000759000002060046790001009245000375800000120006800
2509,030904086050807291070000500400093000083020040100060052705006003009240007006000010
2510,652000009310050400000000001760400905809060302000008040407092068500800720000310000
2511,053720006060015070200000890006003500080004609500800020421059007078030001000000460
2512,600008017705020000382000400020040890007960523001000060409800306100700000000693005
2513,000090000580006001006370004073100200004030086010064903090007028002900000031048050
2514,021000000000035460643100900005400030906007000000920080000092106407306508100580007
2515,503000200007004390906007500200080154000020000408003006302100070600079010100560980
2516,050060798307810400020000000840006002700390050009400610600908001400500280002001300
2517,020068070005002304000000001200090100806003000739800500040370009098104050001005046
2518,910000030020000006500407080300006091706180200240750000850600349000035600000020170
2519,080290005000000003062873004000008000031700062049310700005600090173005800600002040
2520,000504302802300060010006075004067218207003500900000000006400001048095000300080709
2521,000000400048320090390100052000087026105004809072006000203000907057603008010800004
2522,001000276926000400700500000000003045530740100002610380305208000010006008004300907
2523,500390048803102000002000005060400987007900003020038000034016070900040650000270100
2524,970000005056902480004103000090365700000804002068020013089000154040000007500006300
2525,003400000095060003700090001030020080019007040620050397054730006000018200080002050
2526,000300405080009360007008901208790500400503002000106003010040000003007650506000079
2527,000106908060027005203000000005010003400980000086004002348060050900000780007059104
2528,030046020450000700906100380200050008100700040360002905007020010800060000000480069
2529,402007510095000003000980240300706000000030002500001068009040030010529070804100006
2530,006040390084095001030200004109003780000000042000507000247001065008900270300060000
2531,009516072000002030604009008005120304200060807008703090007005900906400000340000100
2532,004009100020801376000050000006000200193000007780500014050680023070030500609020008
2533,809040600040052008031070000000607000000395780600420090073200009002008140010009035
2534,009050063000809517060207000040780020710000300903401050008506900306900002100040080
2535,904530070700016230000002009008000060602805100070403020060091800059000007810200400
2536,003000804709004000020057063200080301031005098096401050608003100075200000000009005
2537,000156030060080095400370000800960000104003070005007219280000064700000300019004028
2538,003005000200008609000640007007100002800900034301050090900804010002030006008712045
2539,040006025008470000190003700034095000502000086870600004700508019000060350920104000
2540,060004010701008900500620003600800009052060080900370240000053020089017030040200700
2541,004500800917003050500006010006002908003040700200830004040010307700900001050004692
2542,001320469020005001408006700100070080302900004500003906060400020970010000000057308
2543,230080000904060005015007030160200090520000078098073600000001762000009304000734800
2544,007900000000040203900516400400000972506000108278003060300268000080470305001009040
2545,001400000360005010900800620004780390700020560020090180070650930835910000006002000
